from,to,relation,weight,event,year
pr00,ger,2,NA,NA,NA
mb,nor,3,NA,NA,NA
sh69t,ger,3,NA,NA,NA
ks90,jpn,3,NA,NA,NA
rh88,slo,3,NA,NA,NA
es,bul,3,NA,NA,NA
mm82,pol,3,NA,NA,NA
im,fin,3,NA,NA,NA
bn,sui,3,NA,NA,NA
mb,ml,4,NA,NA,NA
mb,jf,4,NA,NA,NA
sh69t,aw95,4,NA,NA,NA
sh69t,pr00,4,NA,NA,NA
ks90,rk96,4,NA,NA,NA
ks90,nn,4,NA,NA,NA
rh88,al96,4,NA,NA,NA
rh88,lk99,4,NA,NA,NA
es,vz,4,NA,NA,NA
mm82,pw,4,NA,NA,NA
im,aa95,4,NA,NA,NA
bn,gd,4,NA,NA,NA
v_raelingen,nor,5,NA,NA,NA
v_bischofshofen,aut,5,NA,NA,NA
v_oberaudorf,ger,5,NA,NA,NA
v_schwarzach,aut,5,NA,NA,NA
v_tsuchiya,jpn,5,NA,NA,NA
v_menges,slo,5,NA,NA,NA
v_nsa,bul,5,NA,NA,NA
v_wisla_wss,pol,5,NA,NA,NA
v_flyinglaboratory,jpn,5,NA,NA,NA
v_kiteen,fin,5,NA,NA,NA
v_ljubljana,slo,5,NA,NA,NA
v_horw,sui,5,NA,NA,NA
v_oberstdorf,ger,5,NA,NA,NA
v_fersped,slo,5,NA,NA,NA
v_katowice,slo,5,NA,NA,NA
v_kitanoconstruction,jpn,5,NA,NA,NA
ks90,v_kitanoconstruction,6,NA,NA,NA
rh88,v_velenje,6,NA,NA,NA
mm82,v_katowice,6,NA,NA,NA
im,v_fersped,6,NA,NA,NA
bn,v_kranj,6,NA,NA,NA
ml,wc25,7,4,NA,2025
aw95,wc25,7,3,NA,2025
jh98,wc25,7,2,NA,2025
kg,wc25,7,1,NA,2025
jf,wc25,7,1,NA,2025
sk,wc25,7,1,NA,2025
rk96,wc25,7,1,NA,2025
al96,wc25,7,1,NA,2025
vz,wc25,7,1,NA,2025
pw,wc25,7,1,NA,2025
nn,wc25,7,1,NA,2025
aa95,wc25,7,1,NA,2025
lk99,wc25,7,1,NA,2025
gd,wc25,7,1,NA,2025
pr00,wc25,7,1,NA,2025
mb,wc25,8,NA,NA,2025
sh69t,wc25,8,NA,NA,2025
aw76,wc25,8,NA,NA,2025
ks90,wc25,8,NA,NA,2025
rh88,wc25,8,NA,NA,2025
es,wc25,8,NA,NA,2025
mm82,wc25,8,NA,NA,2025
mz,wc25,8,NA,NA,2025
im,wc25,8,NA,NA,2025
bn,wc25,8,NA,NA,2025
jh98,v_bischofshofen,1,NA,NA,NA
dt02,v_achomitz,1,NA,NA,NA
jh98,aut,2,NA,NA,NA
dt02,aut,2,NA,NA,NA
tt89,pol,3,NA,NA,NA
aw76,jh98,4,NA,NA,NA
aw76,dt02,4,NA,NA,NA
tt89,pz87,4,NA,NA,NA
tt89,dk,4,NA,NA,NA
tt89,ks87,4,NA,NA,NA
v_achomitz,aut,5,NA,NA,NA
v_kitzbuehel,aut,5,NA,NA,NA
tt89,v_kitzbuehel,6,NA,NA,NA
pz87,wc23,7,4,wc23,2023
aw95,wc23,7,3,wc23,2023
kg,wc23,7,2,wc23,2023
sk,wc23,7,1,wc23,2023
dk,wc23,7,1,wc23,2023
ks87,wc23,7,1,wc23,2023
cs,wc23,7,1,wc23,2023
jh98,wc23,7,1,wc23,2023
al96,wc23,7,1,wc23,2023
tz,wc23,7,1,wc23,2023
hg,wc23,7,1,wc23,2023
af91,wc23,7,1,wc23,2023
me,wc23,7,1,wc23,2023
dt02,wc23,7,1,wc23,2023
mh91,wc23,7,1,wc23,2023
aw76,wc23,8,NA,wc23,2023
sh69t,wc23,8,NA,wc23,2023
tt89,wc23,8,NA,wc23,2023
as73,wc23,8,NA,wc23,2023
rh88,wc23,8,NA,wc23,2023
pz87,v_wisla_wss,1,NA,NA,NA
hg,v_asker,1,NA,NA,NA
rj90,v_soere,1,NA,NA,NA
bp,v_rateceplanica,1,NA,NA,NA
pp90,v_kiefersfelden,1,NA,NA,NA
cp,v_kranj,1,NA,NA,NA
pz87,pol,2,NA,NA,NA
hg,nor,2,NA,NA,NA
rj90,nor,2,NA,NA,NA
bp,slo,2,NA,NA,NA
pp90,ger,2,NA,NA,NA
cp,slo,2,NA,NA,NA
md,pol,3,NA,NA,NA
md,pz87,4,NA,NA,NA
as73,hg,4,NA,NA,NA
as73,rj90,4,NA,NA,NA
rh88,bp,4,NA,NA,NA
sh69t,pp90,4,NA,NA,NA
as73,ml,4,NA,NA,NA
rh88,cp,4,NA,NA,NA
v_rateceplanica,slo,5,NA,NA,NA
v_kiefersfelden,ger,5,NA,NA,NA
v_soere,nor,5,NA,NA,NA
md,v_jablonec,6,NA,NA,NA
pz87,wc21,7,4,wc21,2021
kg,wc21,7,3,wc21,2021
al96,wc21,7,2,wc21,2021
hg,wc21,7,1,wc21,2021
dk,wc21,7,1,wc21,2021
rj90,wc21,7,1,wc21,2021
mh91,wc21,7,1,wc21,2021
bp,wc21,7,1,wc21,2021
dt94,wc21,7,1,wc21,2021
sk,wc21,7,1,wc21,2021
pp90,wc21,7,1,wc21,2021
rk96,wc21,7,1,wc21,2021
pa,wc21,7,1,wc21,2021
ml,wc21,7,1,wc21,2021
cp,wc21,7,1,wc21,2021
aw76,wc21,8,NA,wc21,2021
sh69t,wc21,8,NA,wc21,2021
md,wc21,8,NA,wc21,2021
as73,wc21,8,NA,wc21,2021
hmt,wc21,8,NA,wc21,2021
rh88,wc21,8,NA,wc21,2021
pa,v_mayrhofen,1,NA,NA,NA
ys,v_snowbrand,1,NA,NA,NA
kp,v_valledejoux,1,NA,NA,NA
pa,aut,2,NA,NA,NA
ys,jpn,2,NA,NA,NA
kp,sui,2,NA,NA,NA
gb,slo,3,NA,NA,NA
af62,aut,3,NA,NA,NA
af62,pa,4,NA,NA,NA
af62,sk,4,NA,NA,NA
hmt,ys,4,NA,NA,NA
af62,mh91,4,NA,NA,NA
rh75,kp,4,NA,NA,NA
gb,jd,4,NA,NA,NA
v_mayrhofen,aut,5,NA,NA,NA
v_valledejoux,sui,5,NA,NA,NA
v_absam,aut,5,NA,NA,NA
af62,v_absam,6,NA,NA,NA
dk,wc19,7,4,wc19,2019
ks87,wc19,7,3,wc19,2019
sk,wc19,7,2,wc19,2019
pa,wc19,7,1,wc19,2019
rf,wc19,7,1,wc19,2019
sl,wc19,7,1,wc19,2019
me,wc19,7,1,wc19,2019
ys,wc19,7,1,wc19,2019
mh91,wc19,7,1,wc19,2019
kp,wc19,7,1,wc19,2019
jd,wc19,7,1,wc19,2019
sa,wc19,7,1,wc19,2019
sh86,wc19,7,1,wc19,2019
rk96,wc19,7,1,wc19,2019
rk89,wc19,7,1,wc19,2019
af62,wc19,8,NA,wc19,2019
ws69,wc19,8,NA,wc19,2019
sh69t,wc19,8,NA,wc19,2019
as73,wc19,8,NA,wc19,2019
hmt,wc19,8,NA,wc19,2019
gb,wc19,8,NA,wc19,2019
dj,wc19,8,NA,wc19,2019
rh75,wc19,8,NA,wc19,2019
me,v_siegsdorf,1,NA,NA,NA
mh91,v_hinzenbach,1,NA,NA,NA
jf,v_tromsoe,1,NA,NA,NA
dk,v_zakopane_wisla,1,NA,NA,NA
rf,v_aue,1,NA,NA,NA
di85,v_snowbrand,1,NA,NA,NA
sl,v_willingen,1,NA,NA,NA
me,ger,2,NA,NA,NA
mh91,aut,2,NA,NA,NA
jf,nor,2,NA,NA,NA
dk,pol,2,NA,NA,NA
di85,jpn,2,NA,NA,NA
sl,ger,2,NA,NA,NA
hk,sk,4,NA,NA,NA
sh69t,mk91a,4,NA,NA,NA
hk,mh91,4,NA,NA,NA
as73,jf,4,NA,NA,NA
sh69t,dk,4,NA,NA,NA
ws69,rf,4,NA,NA,NA
ty,di85,4,NA,NA,NA
hk,mf,4,NA,NA,NA
ws69,sl,4,NA,NA,NA
rs,rk89,4,NA,NA,NA
v_siegsdorf,ger,5,NA,NA,NA
v_hinzenbach,aut,5,NA,NA,NA
v_tromsoe,nor,5,NA,NA,NA
v_zakopane_wisla,pol,5,NA,NA,NA
v_willingen,ger,5,NA,NA,NA
v_lomnice,cze,5,NA,NA,NA
v_kongsberg,nor,5,NA,NA,NA
sk,wc17,7,4,wc17,2017
aw95,wc17,7,3,wc17,2017
me,wc17,7,2,wc17,2017
ks87,wc17,7,1,wc17,2017
mk91a,wc17,7,1,wc17,2017
mh91,wc17,7,1,wc17,2017
jf,wc17,7,1,wc17,2017
dk,wc17,7,1,wc17,2017
rf,wc17,7,1,wc17,2017
di85,wc17,7,1,wc17,2017
pp92,wc17,7,1,wc17,2017
